incident_id,timestamp,location_id,category,severity,description,status
INC0259,2025-02-25 10:34:29,LOC013,Burglary,Low,Burglary incident reported around LOC013 area.,Dismissed
INC0260,2025-05-03 13:58:58,LOC002,Theft,High,Theft incident reported around LOC002 area.,Under Investigation
INC0261,2025-09-02 02:03:41,LOC007,Trespassing,Low,Trespassing incident reported around LOC007 area.,Pending
INC0262,2025-09-23 23:56:18,LOC013,Phone Snatching,Low,Phone Snatching incident reported around LOC013 area.,Dismissed
INC0263,2025-04-21 11:50:24,LOC013,Burglary,Medium,Burglary incident reported around LOC013 area.,Resolved
INC0264,2025-11-19 13:38:26,LOC008,Theft,Medium,Theft incident reported around LOC008 area.,Pending
INC0265,2025-03-23 23:59:37,LOC013,Burglary,Low,Burglary incident reported around LOC013 area.,Dismissed
INC0266,2025-06-10 18:30:34,LOC010,Phone Snatching,Low,Phone Snatching incident reported around LOC010 area.,Resolved
INC0267,2025-01-03 13:21:25,LOC013,Vandalism,Medium,Vandalism incident reported around LOC013 area.,Under Investigation
INC0268,2025-11-19 17:30:51,LOC003,Assault,Low,Assault incident reported around LOC003 area.,Dismissed
INC0269,2025-06-16 16:20:52,LOC013,Burglary,Medium,Burglary incident reported around LOC013 area.,Under Investigation
INC0270,2025-06-29 23:27:04,LOC010,Assault,Low,Assault incident reported around LOC010 area.,Pending
INC0271,2025-11-02 04:26:32,LOC002,Phone Snatching,Low,Phone Snatching incident reported around LOC002 area.,Dismissed
INC0272,2025-07-20 20:47:03,LOC007,Vandalism,Medium,Vandalism incident reported around LOC007 area.,Under Investigation
INC0273,2025-12-23 06:26:45,LOC012,Assault,Low,Assault incident reported around LOC012 area.,Resolved
INC0274,2025-03-20 13:43:35,LOC011,Vandalism,High,Vandalism incident reported around LOC011 area.,Resolved
INC0275,2025-03-20 04:16:33,LOC014,Theft,Medium,Theft incident reported around LOC014 area.,Pending
INC0276,2025-01-01 21:06:05,LOC013,Theft,Low,Theft incident reported around LOC013 area.,Pending
INC0277,2025-08-19 22:28:57,LOC005,Theft,Low,Theft incident reported around LOC005 area.,Under Investigation
INC0278,2025-08-31 22:01:18,LOC007,Burglary,Medium,Burglary incident reported around LOC007 area.,Pending
INC0279,2025-04-10 14:00:34,LOC015,Theft,Low,Theft incident reported around LOC015 area.,Dismissed
INC0280,2025-06-15 02:59:09,LOC005,Phone Snatching,Low,Phone Snatching incident reported around LOC005 area.,Resolved
INC0281,2025-11-14 11:53:34,LOC015,Theft,High,Theft incident reported around LOC015 area.,Pending
INC0282,2025-01-06 08:29:49,LOC007,Assault,Low,Assault incident reported around LOC007 area.,Under Investigation
INC0283,2025-11-30 08:25:40,LOC002,Theft,High,Theft incident reported around LOC002 area.,Dismissed
INC0284,2025-07-08 09:39:44,LOC001,Theft,Medium,Theft incident reported around LOC001 area.,Under Investigation
INC0285,2025-04-09 12:44:41,LOC010,Burglary,Medium,Burglary incident reported around LOC010 area.,Under Investigation
INC0286,2025-04-10 10:05:19,LOC014,Theft,High,Theft incident reported around LOC014 area.,Pending
INC0287,2025-01-04 15:35:51,LOC010,Theft,Low,Theft incident reported around LOC010 area.,Dismissed
INC0288,2025-04-27 23:32:28,LOC008,Phone Snatching,Medium,Phone Snatching incident reported around LOC008 area.,Dismissed
INC0289,2025-05-04 13:15:15,LOC012,Vandalism,Medium,Vandalism incident reported around LOC012 area.,Under Investigation
INC0290,2025-11-24 13:43:07,LOC009,Theft,Low,Theft incident reported around LOC009 area.,Under Investigation
INC0291,2025-08-01 03:14:10,LOC007,Assault,Medium,Assault incident reported around LOC007 area.,Under Investigation
INC0292,2025-02-14 22:45:45,LOC014,Theft,Medium,Theft incident reported around LOC014 area.,Under Investigation
INC0293,2025-04-27 05:20:50,LOC010,Theft,Low,Theft incident reported around LOC010 area.,Resolved
INC0294,2025-04-29 11:14:34,LOC004,Theft,Critical,Theft incident reported around LOC004 area.,Resolved
INC0295,2025-07-10 20:27:31,LOC004,Assault,Critical,Assault incident reported around LOC004 area.,Pending
INC0296,2025-11-07 05:33:29,LOC002,Burglary,Medium,Burglary incident reported around LOC002 area.,Dismissed
INC0297,2025-02-07 16:58:06,LOC009,Burglary,Low,Burglary incident reported around LOC009 area.,Resolved
INC0298,2025-12-06 06:54:37,LOC009,Phone Snatching,Low,Phone Snatching incident reported around LOC009 area.,Pending
INC0299,2025-06-14 18:31:16,LOC005,Burglary,Critical,Burglary incident reported around LOC005 area.,Dismissed
INC0300,2025-03-16 03:05:35,LOC015,Theft,Low,Theft incident reported around LOC015 area.,Resolved
INC0301,2025-09-06 01:49:25,LOC005,Theft,Critical,Theft incident reported around LOC005 area.,Resolved
INC0302,2025-06-20 18:34:51,LOC003,Theft,High,Theft incident reported around LOC003 area.,Pending
INC0303,2025-09-04 03:11:10,LOC003,Phone Snatching,High,Phone Snatching incident reported around LOC003 area.,Pending
INC0304,2025-10-30 22:09:54,LOC002,Theft,Low,Theft incident reported around LOC002 area.,Pending
INC0305,2025-01-13 17:04:05,LOC004,Assault,Critical,Assault incident reported around LOC004 area.,Under Investigation
INC0306,2025-04-18 15:34:16,LOC013,Phone Snatching,High,Phone Snatching incident reported around LOC013 area.,Dismissed
INC0307,2025-02-23 11:23:19,LOC010,Phone Snatching,Medium,Phone Snatching incident reported around LOC010 area.,Under Investigation
INC0308,2025-01-14 12:51:58,LOC008,Assault,Medium,Assault incident reported around LOC008 area.,Resolved
INC0309,2025-09-20 19:38:51,LOC014,Phone Snatching,Medium,Phone Snatching incident reported around LOC014 area.,Dismissed
INC0310,2025-05-21 17:04:54,LOC007,Theft,High,Theft incident reported around LOC007 area.,Dismissed
INC0311,2025-06-05 18:19:56,LOC011,Theft,Low,Theft incident reported around LOC011 area.,Resolved
INC0312,2025-07-12 11:10:17,LOC004,Phone Snatching,Medium,Phone Snatching incident reported around LOC004 area.,Resolved
INC0313,2025-06-27 01:53:28,LOC004,Phone Snatching,Low,Phone Snatching incident reported around LOC004 area.,Dismissed
INC0314,2025-07-22 05:20:41,LOC002,Burglary,Low,Burglary incident reported around LOC002 area.,Dismissed
INC0315,2025-01-03 07:15:35,LOC009,Theft,Low,Theft incident reported around LOC009 area.,Under Investigation
INC0316,2025-09-02 08:02:21,LOC010,Phone Snatching,Low,Phone Snatching incident reported around LOC010 area.,Dismissed
INC0317,2025-03-21 20:32:10,LOC011,Vandalism,Medium,Vandalism incident reported around LOC011 area.,Under Investigation
INC0318,2025-11-05 16:36:00,LOC012,Burglary,High,Burglary incident reported around LOC012 area.,Under Investigation
INC0319,2025-01-14 21:12:21,LOC010,Assault,Low,Assault incident reported around LOC010 area.,Dismissed
INC0320,2025-01-30 03:28:35,LOC003,Burglary,Medium,Burglary incident reported around LOC003 area.,Dismissed
INC0321,2025-09-03 11:37:53,LOC010,Burglary,Low,Burglary incident reported around LOC010 area.,Pending
INC0322,2025-06-06 22:00:55,LOC003,Vandalism,Medium,Vandalism incident reported around LOC003 area.,Resolved
INC0323,2025-01-19 21:49:13,LOC006,Burglary,Low,Burglary incident reported around LOC006 area.,Resolved
INC0324,2025-04-10 12:58:04,LOC012,Theft,Low,Theft incident reported around LOC012 area.,Dismissed
INC0325,2025-08-23 02:02:21,LOC013,Vandalism,Low,Vandalism incident reported around LOC013 area.,Pending
INC0326,2025-04-18 03:51:59,LOC004,Assault,High,Assault incident reported around LOC004 area.,Pending
INC0327,2025-07-29 17:26:50,LOC003,Theft,Medium,Theft incident reported around LOC003 area.,Pending
INC0328,2025-01-31 07:34:11,LOC004,Phone Snatching,Low,Phone Snatching incident reported around LOC004 area.,Pending
INC0329,2025-04-26 01:28:17,LOC014,Assault,High,Assault incident reported around LOC014 area.,Under Investigation
INC0330,2025-04-13 13:37:12,LOC007,Assault,High,Assault incident reported around LOC007 area.,Dismissed
INC0331,2025-08-21 03:00:20,LOC002,Burglary,Low,Burglary incident reported around LOC002 area.,Dismissed
INC0332,2025-03-19 20:03:35,LOC015,Theft,Low,Theft incident reported around LOC015 area.,Resolved
INC0333,2025-12-19 00:38:22,LOC008,Assault,Low,Assault incident reported around LOC008 area.,Dismissed
INC0334,2025-02-21 14:11:31,LOC003,Phone Snatching,Critical,Phone Snatching incident reported around LOC003 area.,Under Investigation
INC0335,2025-06-17 06:47:14,LOC004,Theft,Medium,Theft incident reported around LOC004 area.,Resolved
INC0336,2025-09-13 21:28:18,LOC006,Theft,High,Theft incident reported around LOC006 area.,Under Investigation
INC0337,2025-06-09 09:36:16,LOC013,Assault,High,Assault incident reported around LOC013 area.,Pending
INC0338,2025-08-22 04:57:27,LOC004,Phone Snatching,Medium,Phone Snatching incident reported around LOC004 area.,Pending
INC0339,2025-01-10 12:10:18,LOC005,Theft,Medium,Theft incident reported around LOC005 area.,Under Investigation
INC0340,2025-02-28 13:06:08,LOC009,Theft,Low,Theft incident reported around LOC009 area.,Resolved
INC0341,2025-09-18 01:15:58,LOC009,Theft,Low,Theft incident reported around LOC009 area.,Pending
INC0342,2025-07-16 21:20:52,LOC007,Theft,Medium,Theft incident reported around LOC007 area.,Dismissed
INC0343,2025-04-02 01:30:48,LOC005,Vandalism,Medium,Vandalism incident reported around LOC005 area.,Resolved
INC0344,2025-12-19 00:42:43,LOC009,Vandalism,Low,Vandalism incident reported around LOC009 area.,Under Investigation
INC0345,2025-08-11 14:27:09,LOC007,Theft,Low,Theft incident reported around LOC007 area.,Resolved
INC0346,2025-06-25 07:17:37,LOC013,Vandalism,Medium,Vandalism incident reported around LOC013 area.,Resolved
INC0347,2025-10-09 09:59:35,LOC014,Theft,Low,Theft incident reported around LOC014 area.,Pending
INC0348,2025-12-22 04:36:53,LOC014,Theft,Low,Theft incident reported around LOC014 area.,Under Investigation
INC0349,2025-07-01 20:01:02,LOC002,Theft,High,Theft incident reported around LOC002 area.,Under Investigation
INC0350,2025-03-31 05:07:54,LOC006,Burglary,Medium,Burglary incident reported around LOC006 area.,Under Investigation
